ID,Thickness,CP3_y,T0in,p0in,outerTemperature
78, 0.006132342259734988, -0.0031386968570944005, 525.0, 507686.28740164335, 327.0
79, 0.009735768996919567, -0.0029283988289210503, 535.0, 774373.1916476183, 316.0
80, 0.008762576195398122, -0.006316338132022008, 416.0, 764077.5790470433, 312.0
81, 0.0020194966110096456, -0.004106124135314075, 701.0, 420311.3676510008, 298.0
82, 0.004071360553040556, -0.008149854314447535, 631.0, 541614.2039455334, 336.0
83, 0.006611353769675165, -0.0008278914566624673, 521.0, 557790.8810113948, 353.0
84, 0.003037780879244412, -0.0005002796842405715, 540.0, 729447.4647795133, 319.0
85, 0.004893812681917603, -0.009352094023463216, 776.0, 491305.2347781174, 313.0
86, 0.004464720389084518, -0.011009635263111127, 717.0, 725968.720022996, 374.0
87, 0.0014779268964007276, -0.0028387446891688962, 434.0, 948964.0685510708, 331.0
88, 0.009517167732241292, -0.0033507767178724383, 795.0, 592400.3137260417, 294.0
89, 0.00313571914344783, -0.00483519459934053, 599.0, 846622.9859167826, 309.0
90, 0.007870407257572758, -0.006364216340111546, 671.0, 436777.5835024782, 383.0
91, 0.00825482592891694, -0.00897167774605884, 558.0, 870251.1464930396, 365.0
92, 0.001801024845269691, -0.009463263718120014, 566.0, 717536.0753259184, 377.0
93, 0.0037430189922263326, -0.005855455357850859, 527.0, 661541.9201938219, 400.0
94, 0.00455114079843325, -0.0093890738628611, 503.0, 455516.9789341996, 391.0
95, 0.0024566357772159465, -0.0013894438945807226, 758.0, 463650.3690115243, 339.0
96, 0.004287562088787823, -0.010823037446326199, 747.0, 873619.4363978958, 370.0
97, 0.004778890422094222, -0.0037209808897571833, 767.0, 912728.0329273212, 332.0
98, 0.009418175029685134, -0.005379372260544447, 409.0, 757634.22656406, 367.0
99, 0.005413713988807801, -0.00511088084580976, 764.0, 551369.8619770161, 396.0
100, 0.0027482787873711204, -6.696872929480915e-06, 530.0, 889183.5091249472, 385.0
101, 0.004204762348240085, -0.010358699479920942, 532.0, 735519.7841494821, 351.0
102, 0.009529509342949893, -0.0002897653858462638, 597.0, 738906.6765248657, 322.0
103, 0.0024126622955950696, -0.0016110154249670185, 545.0, 522231.93960768514, 321.0
104, 0.0023624549199808146, -0.0011482727339914497, 474.0, 824857.4789807451, 354.0
105, 0.007937042605368495, -0.006548455433212677, 639.0, 442870.5813268322, 295.0
106, 0.0089037362353423, -0.006187119807793729, 438.0, 418019.6433521399, 356.0
107, 0.002805276530828473, -0.003586382335496, 448.0, 850490.1594142644, 393.0
108, 0.007805523831168344, -0.011088800011830418, 548.0, 483862.16312195006, 302.0
109, 0.005779509420183199, -0.00882871981032594, 550.0, 747924.9629897337, 324.0
110, 0.0015522766215373485, -0.004055291234165299, 465.0, 720678.5555520849, 393.0
111, 0.0062881839673808206, -0.007555567207118536, 683.0, 534047.866130325, 380.0
112, 0.0020571119954693427, -0.0015559234652124145, 609.0, 966523.0228012311, 390.0
113, 0.008381183847615792, -0.000942501228399761, 614.0, 451935.79861002846, 340.0
114, 0.005162547255667384, -0.0072408924616445365, 463.0, 404183.58120457816, 342.0
115, 0.008648808887741909, -0.00379690937012782, 543.0, 713046.3424935577, 306.0
116, 0.009792885533899578, -0.007103764081439521, 715.0, 808064.0179275486, 300.0
117, 0.0075561681959328, -0.006804153302211537, 624.0, 994209.4957353725, 399.0
118, 0.0022581589084212745, -0.0091916838675926, 769.0, 697127.8504068044, 308.0
119, 0.001015447696178118, -0.006758251397130559, 662.0, 402515.1725614714, 350.0
120, 0.0026698834142743827, -0.0006479008417982126, 428.0, 926566.8335084307, 398.0
121, 0.007146656931263964, -0.007740076422332944, 737.0, 567218.7456543022, 310.0
122, 0.007296467104930607, -0.011815832925801751, 575.0, 839142.4790282676, 343.0
123, 0.0019157336202192386, -0.00562816143623954, 607.0, 806088.8188136336, 363.0
124, 0.006676707664557569, -0.008380411252964827, 680.0, 940374.6585630678, 379.0
125, 0.009937809102539708, -0.00701832241239832, 665.0, 669602.279592665, 347.0
126, 0.005255338946105292, -0.01252773105301086, 701.0, 511742.3220976358, 345.0
127, 0.008378706896395024, -0.0029414003680581034, 633.0, 627763.0453364598, 356.0
128, 0.002687674543731824, -0.005724447550265689, 482.0, 885415.8923765832, 297.0
129, 0.0044920349994158025, -0.012351484290960472, 459.0, 865982.0858665921, 326.0
130, 0.0029152268980089944, -0.010680081666545684, 404.0, 704117.4039458816, 348.0
131, 0.008176022102316952, -0.011928437396788793, 754.0, 687834.9294350883, 307.0
132, 0.005297683256878594, -0.004425773058854056, 756.0, 969763.1996143642, 313.0
133, 0.0031744818091018322, -0.0024435049449684255, 732.0, 761074.0868144168, 309.0
134, 0.005009230016744311, -0.005981993694403529, 593.0, 495825.0975265751, 371.0
135, 0.007761537846633349, -0.004298814986353015, 537.0, 513860.48052077886, 325.0
136, 0.009280193752007577, -0.008597706448114507, 413.0, 498054.7016768338, 338.0
137, 0.007433428583896782, -0.003994201201893168, 612.0, 424473.22551884264, 303.0
138, 0.004161494983694109, -0.0007460633750775332, 636.0, 414200.09142030636, 355.0
139, 0.003918000182468188, -0.005196640126592979, 693.0, 854549.265634673, 387.0
140, 0.00900580872102879, -0.006650821929564232, 654.0, 897527.5477193702, 353.0
141, 0.0017248662255241552, -0.005103957032279488, 415.0, 587473.4857029552, 386.0
142, 0.006475120852376312, -0.004495216850224516, 789.0, 916250.536400622, 362.0
143, 0.008445230303187355, -0.007444049684087961, 425.0, 526352.1539398351, 311.0
144, 0.005104201838543015, -0.012467728814766496, 687.0, 883893.8131284481, 382.0
145, 0.0064393414119324095, -0.006034760731345799, 794.0, 911948.8225123412, 292.0
146, 0.008830757560568222, -0.007995886567624757, 653.0, 612997.5143520075, 324.0
147, 0.00690452959305666, -0.011721903611044377, 486.0, 430778.1635636335, 296.0
148, 0.007986841115795696, -0.0042031165912901815, 557.0, 640113.4746302026, 372.0
149, 0.007306909815641352, -0.007670191215285508, 456.0, 930599.595473829, 387.0
150, 0.005955352583391631, -0.0021479062734409433, 661.0, 779572.1200521882, 375.0
